temperature,rainfall,humidity
11.03,56.43,34.18
15.27,238.16,62.7
42.46,227.59,43.76
11.67,74.41,54.12
34.97,273.99,18.82
30.35,182.75,33.55
38.72,160.68,48.51
18.35,215.04,89.92
10.06,219.13,35.14
15.43,275.81,93.67
29.32,189.24,40.39
16.27,110.62,26.35
37.59,233.74,46.83
27.24,264.96,79.79
38.37,76.08,18.18
25.88,106.89,67.25
36.69,294.97,12.99
22.66,109.5,19.25
24.34,58.47,85.12
37.51,53.6,71.88
35.4,214.42,39.78
28.88,232.55,27.81
26.72,275.01,64.03
10.78,7.08,12.29
37.31,289.71,79.28
14.42,82.25,53.02
44.31,120.47,68.13
27.06,12.11,34.96
40.82,13.59,38.36
14.01,295.9,52.81
25.2,91.03,93.95
13.03,155.13,87.39
20.2,123.81,35.6
21.57,64.95,85.35
17.69,245.25,51.32
23.13,5.18,44.38
28.94,117.5,43.27
15.5,110.56,86.1
36.72,31.58,83.58
22.8,62.36,79.73
42.0,27.45,59.55
40.37,197.37,25.38
27.72,102.48,11.0
32.81,41.83,83.89
31.84,26.63,12.53
12.32,178.62,72.09
14.89,22.33,29.23
32.75,165.68,33.76
12.52,29.74,22.33
13.79,139.44,82.01
38.69,178.26,30.71
27.28,221.97,11.62
20.91,43.88,87.46
17.45,181.23,63.14
37.22,26.29,38.77
22.51,141.07,38.43
23.35,73.97,21.48
28.34,104.5,65.13
33.22,13.78,57.82
24.37,139.91,80.22
16.38,152.63,24.25
43.3,15.95,88.26
31.16,263.75,19.8
36.34,6.6,60.34
38.2,24.53,19.32
43.32,152.35,14.05
39.06,69.08,93.7
37.37,132.54,89.67
26.49,65.61,56.23
22.98,158.07,45.97
10.2,251.37,90.49
15.86,141.05,44.81
32.81,206.92,72.23
10.32,42.58,86.73
28.14,135.31,35.15
21.45,282.75,89.36
28.75,262.35,88.35
37.64,36.45,16.11
29.94,141.95,12.28
17.73,168.86,46.51
34.52,89.34,10.8
40.26,136.28,51.39
19.06,161.77,10.18
32.25,290.47,71.29
28.5,68.56,30.54
35.01,278.65,31.64
35.69,167.57,78.86
33.19,166.43,72.64
39.89,223.0,19.45
29.98,130.35,85.78
29.29,189.34,71.08
41.19,18.36,77.27
18.36,298.79,57.03
21.31,178.8,96.86
14.4,148.73,37.28
38.21,250.75,73.55
10.06,155.17,87.02
37.68,157.85,33.28
40.05,12.15,13.86
37.87,186.22,14.91
30.13,170.31,17.35
31.14,181.5,79.35
29.06,157.0,63.14
37.19,86.63,23.76
22.5,292.6,78.91
19.86,67.9,39.73
24.45,50.49,95.68
27.2,30.89,69.67
28.82,162.28,91.75
43.08,108.52,13.32
13.59,116.83,22.07
25.49,74.84,88.42
25.21,37.16,76.83
34.46,184.53,29.89
11.21,177.45,95.84
41.6,8.18,35.76
17.35,225.56,70.13
40.35,227.36,72.34
43.66,197.02,98.82
34.56,78.02,29.58
39.91,271.86,28.78
16.97,242.03,17.19
42.16,228.36,85.21
22.75,212.16,55.41
20.62,199.86,93.59
27.83,272.38,31.07
40.15,39.3,41.53
13.29,59.02,24.98
21.08,244.43,17.45
18.65,290.85,75.18
30.55,219.43,50.52
41.37,84.66,76.4
26.26,119.01,46.69
33.31,187.91,51.9
23.04,237.6,42.07
44.86,297.5,88.08
14.76,98.85,75.58
41.42,165.06,36.1
11.47,146.0,81.05
43.15,73.95,36.45
22.3,93.99,68.56
24.94,183.58,13.67
44.27,105.43,46.74
36.48,40.56,78.21
27.92,62.09,39.71
17.89,216.63,46.59
38.4,298.02,19.73
11.46,245.38,97.81
42.21,139.99,32.46
31.44,111.17,48.73
20.08,156.89,90.01
36.14,227.47,69.67
40.48,233.03,57.91
31.05,210.54,84.46
17.52,248.5,98.24
26.81,139.26,76.85
35.0,25.85,53.45
20.22,246.43,42.32
17.08,8.86,39.51
35.33,230.48,40.22
14.21,192.74,66.28
17.96,246.23,65.02
44.16,215.31,39.53
30.01,239.75,96.3
30.76,28.05,27.1
39.72,272.92,33.96
30.31,285.1,80.97
26.09,237.92,13.49
29.33,53.01,93.18
12.1,72.13,43.17
23.56,39.11,79.91
10.08,76.32,73.49
15.51,131.48,98.2
40.91,141.72,43.05
20.0,23.9,60.34
38.31,184.34,14.95
11.72,70.78,26.11
14.59,210.09,29.6
43.86,97.91,52.98
33.92,227.05,11.61
18.6,298.65,64.15
29.5,8.53,73.06
10.45,90.42,56.25
21.67,135.41,54.01
35.99,181.74,44.11
31.89,70.72,17.76
37.21,145.82,71.13
14.16,274.12,72.58
14.02,177.0,28.04
25.95,154.22,85.78
39.24,52.14,84.75
41.97,89.63,16.04
28.36,102.13,55.51
16.02,256.58,40.83
42.87,224.59,16.44
45.0,3.87,46.89
24.69,105.44,78.32
10.6,240.17,11.54
20.84,39.33,19.8
42.82,299.57,81.89
41.74,129.1,39.08
32.58,95.08,83.82
20.68,285.35,40.2
19.35,167.69,18.37
44.87,274.14,94.21
28.06,61.59,26.91
35.31,192.47,80.67
17.13,120.97,29.87
14.71,126.8,70.42
33.57,244.93,46.53
13.76,253.74,28.36
19.79,151.46,29.07
14.47,278.49,94.29
26.42,27.55,17.04
11.08,37.28,18.32
32.2,41.83,41.71
25.29,26.64,15.08
29.44,61.93,28.09
30.08,131.07,80.87
27.2,109.15,39.78
37.79,160.56,98.69
38.56,210.51,50.72
13.26,13.38,50.09
40.04,1.38,32.44
27.26,280.86,37.86
13.77,185.04,39.77
12.3,76.99,92.45
25.61,58.59,45.7
35.82,140.79,25.98
34.97,256.71,25.89
43.44,223.99,68.94
23.26,150.96,33.45
19.33,129.72,86.01
17.85,5.75,81.6
27.64,5.53,21.02
14.98,102.03,51.66
40.51,290.44,91.23
12.0,178.23,94.66
12.98,46.21,59.85
30.28,222.58,48.9
31.09,259.25,24.43
13.91,202.22,86.0
36.76,182.12,18.37
23.08,135.94,57.43
44.9,235.23,47.88
39.97,52.09,20.88
44.26,224.57,45.93
44.5,92.3,42.97
15.16,231.88,33.58
38.88,96.42,52.19
24.81,158.64,88.5
26.39,179.86,51.86
17.5,39.12,60.29
18.59,10.33,79.72
14.34,89.72,79.9
24.76,67.54,46.08
12.35,83.12,86.78
34.53,214.76,81.31
44.54,141.42,88.17
29.96,36.49,24.49
21.75,137.7,11.67
38.09,47.19,16.24
16.39,146.07,39.04
26.74,83.56,31.43
14.95,191.52,64.07
32.9,26.3,57.76
30.43,59.41,60.16
38.5,49.93,90.02
19.93,55.46,17.32
18.94,237.9,72.13
10.5,139.97,31.82
42.36,137.1,47.86
14.72,286.66,14.45
26.19,244.09,92.37
24.8,127.91,33.88
25.32,247.7,80.99
20.63,127.05,59.69
29.27,133.61,12.1
23.45,21.79,57.56
29.18,227.57,10.33
41.14,59.21,68.73
18.67,85.03,17.8
35.41,137.5,63.18
21.27,200.97,93.59
13.6,244.25,21.91
32.12,192.92,14.84
31.05,236.17,48.06
30.91,98.0,46.74
34.59,268.01,19.71
21.89,79.51,43.53
18.22,226.51,11.78
21.73,167.03,97.15
11.16,1.39,98.51
32.98,163.86,19.97
21.47,69.66,77.15
11.66,237.13,64.72
35.11,225.54,27.74
27.67,117.15,95.64
14.18,242.49,15.66
30.05,244.33,52.55
33.9,95.97,88.99
20.83,108.46,77.52
44.69,5.22,15.78
14.41,149.42,99.59
35.59,204.75,60.44
15.85,3.83,43.58
30.97,61.56,62.2
20.05,176.33,29.06
25.45,62.47,68.02
37.69,153.19,95.28
24.77,10.52,60.68
17.75,204.95,27.25
19.51,291.45,65.98
41.43,268.76,68.91
42.72,50.83,14.09
23.42,163.0,81.69
30.75,124.89,34.6
20.24,103.25,60.48
40.02,224.73,31.44
38.27,245.52,36.45
27.66,36.09,67.13
19.58,62.55,21.23
23.89,232.07,12.08
22.8,81.38,19.18
31.43,154.55,32.45
30.92,76.33,65.86
11.06,210.79,35.99
35.78,32.97,33.27
42.46,236.42,76.19
19.4,270.49,61.22
21.2,166.47,90.68
17.79,188.21,77.56
23.43,165.78,25.27
43.46,143.7,21.28
18.59,156.91,55.97
18.63,19.04,45.51
28.05,55.36,61.84
12.62,210.75,42.44
20.25,180.75,52.9
16.59,252.93,86.6
10.51,237.27,74.05
28.14,3.09,99.29
33.01,121.12,57.34
18.96,219.05,86.49
18.96,1.34,34.47
21.47,175.77,61.81
27.67,227.81,43.14
21.92,169.35,43.07
36.96,258.82,14.68
35.99,202.02,51.84
30.08,272.36,96.32
10.84,25.99,40.24
27.49,113.7,31.59
27.66,272.45,59.54
18.66,70.0,16.05
26.44,224.04,36.21
26.98,91.37,62.16
24.53,240.23,31.26
40.82,85.75,17.93
29.65,274.64,91.01
44.21,60.76,41.45
30.78,63.99,88.86
35.58,215.16,48.39
29.07,190.45,56.72
12.73,24.39,23.69
24.99,215.52,31.7
41.99,33.2,57.31
43.75,41.32,67.98
26.34,3.83,27.18
20.54,53.12,23.39
29.8,233.53,32.92
31.52,293.39,31.92
21.71,296.12,44.62
29.95,17.6,88.35
36.19,113.6,59.49
29.52,7.45,37.85
15.05,87.46,97.13
26.26,153.96,48.69
40.4,233.42,76.89
30.2,248.96,20.63
26.57,138.56,48.26
36.55,210.9,66.63
20.57,270.23,70.92
14.05,270.11,91.53
13.77,227.78,49.31
18.06,20.12,47.52
30.05,38.91,71.57
13.64,66.08,60.06
26.72,257.34,31.64
25.63,94.6,41.16
13.53,282.22,42.32
22.19,132.13,75.5
32.83,101.53,25.84
27.16,118.72,18.47
11.67,2.57,26.31
32.81,189.22,17.01
24.95,129.54,86.17
40.15,242.3,38.86
43.29,224.83,54.64
26.45,289.82,50.41
23.47,210.56,20.34
41.64,137.67,25.61
38.65,139.86,56.79
25.11,122.85,29.53
42.33,202.01,71.37
25.63,202.34,49.74
11.69,121.21,23.17
16.37,37.01,59.95
15.52,237.75,91.26
11.99,220.02,62.79
43.32,222.58,90.26
22.61,48.66,20.03
41.16,291.0,46.74
30.14,104.87,27.35
19.05,243.64,92.27
44.54,262.39,76.61
31.83,199.98,40.63
41.57,251.74,72.3
16.26,171.34,98.48
11.75,210.66,18.62
37.71,18.28,11.08
21.07,178.81,26.93
14.0,217.83,43.07
36.65,201.84,88.76
38.94,277.5,10.67
15.12,266.98,33.06
39.38,233.8,17.32
10.97,139.8,81.84
24.98,8.37,67.16
38.2,239.79,90.25
44.76,288.89,65.92
18.27,62.14,90.95
28.77,298.84,64.19
30.56,201.85,86.95
33.59,84.27,10.95
27.44,267.6,67.51
23.21,61.93,87.03
44.34,189.9,45.35
41.54,11.75,20.97
31.14,2.51,90.63
29.44,250.42,67.4
21.95,199.73,74.42
28.71,221.66,27.1
19.4,94.45,99.29
15.07,229.4,25.37
13.16,224.84,21.05
40.13,223.74,80.43
35.47,139.59,91.5
28.64,86.42,58.37
31.41,13.3,19.09
39.22,19.58,62.1
19.73,168.53,73.81
36.15,82.4,59.83
13.87,229.52,14.71
32.37,178.68,13.12
11.01,210.67,91.53
39.41,219.07,14.09
20.04,148.04,22.25
18.56,71.25,48.44
38.27,134.72,92.95
44.89,12.16,14.02
16.6,23.6,95.44
42.15,109.56,44.15
27.56,35.84,57.23
18.7,241.46,70.34
42.01,210.01,51.83
30.05,20.03,64.55
26.42,272.7,22.26
12.02,63.94,42.1
35.52,12.38,98.26
22.02,58.12,72.49
31.2,113.62,86.89
28.86,78.45,55.98
17.22,113.06,85.26
12.04,238.71,76.41
11.4,188.55,79.46
20.79,228.77,66.19
38.4,41.04,22.91
31.37,19.53,63.74
14.21,6.7,11.48
16.94,60.26,34.88
18.0,145.34,12.92
36.65,255.79,25.86
17.72,287.85,18.93
19.71,4.9,83.0
37.91,38.25,40.86
16.27,118.68,61.06
19.77,240.83,37.94
13.12,86.49,86.29
23.02,161.16,58.94
10.95,90.25,30.91
28.71,131.37,34.61
39.86,215.54,96.16
11.54,63.12,54.53
35.71,299.97,65.3
42.96,169.96,59.86
11.4,236.55,92.93
20.59,292.5,17.72
37.99,260.18,75.48
27.28,259.75,34.96
34.11,240.68,70.87
36.9,85.01,56.59
32.56,2.67,70.32
31.71,217.82,54.49
23.02,65.38,67.64
17.11,253.12,75.99
39.66,159.42,45.36
25.24,42.02,93.7
38.93,36.02,39.67
38.37,54.65,63.73
18.79,210.5,67.36
24.0,151.09,80.3
44.04,31.74,72.37
33.9,206.99,21.01
23.5,281.62,43.84
13.41,19.54,96.95
32.46,6.0,57.13
15.3,77.34,20.3
42.66,9.28,80.09
13.1,74.16,20.47
36.07,181.05,14.59
12.82,186.13,52.7
44.7,20.72,58.99
13.04,85.75,52.4
22.98,47.26,19.31
40.33,238.15,47.94
36.51,212.44,49.05
30.55,140.55,38.55
18.44,299.72,32.88
28.85,269.51,87.3
29.07,191.79,92.11
11.45,29.42,24.24
13.17,38.1,98.78
29.16,105.79,13.09
21.19,17.83,47.25
37.27,121.96,70.84
27.11,160.04,46.0
20.14,131.89,27.69
27.52,288.36,12.18
30.52,270.69,44.93
40.65,161.6,69.82
13.36,88.28,66.13
18.8,236.75,63.54
34.97,146.35,25.78
35.15,107.09,28.18
13.07,284.27,43.95
19.31,5.12,61.48
14.16,299.54,71.82
16.14,277.77,78.76
43.56,267.83,37.05
16.85,19.75,56.27
13.78,229.76,68.35
23.29,89.43,72.96
18.56,10.16,86.45
20.33,238.16,51.78
26.21,14.8,31.52
27.9,37.71,65.31
43.51,236.21,85.26
36.94,176.71,14.46
35.61,62.83,59.45
38.98,164.16,28.04
40.12,20.71,25.02
37.34,147.37,24.1
17.24,100.53,24.19
19.63,264.63,45.36
10.51,211.96,25.31
10.37,0.36,53.75
14.99,7.23,60.76
39.12,268.35,23.46
34.97,290.92,73.12
11.8,145.58,48.97
30.82,222.78,88.83
36.21,135.68,70.26
25.7,113.7,82.8
29.35,82.15,51.26
40.14,255.04,77.04
34.13,28.98,98.2
18.42,182.39,65.9
12.67,256.49,10.81
38.81,286.29,95.7
37.3,269.56,37.35
44.7,53.45,14.41
36.32,81.84,94.6
30.62,120.76,81.81
27.28,259.91,23.88
33.06,212.35,92.0
32.96,70.92,85.15
28.91,163.39,74.02
31.6,3.92,29.62
37.54,196.83,59.03
28.19,30.37,75.65
15.92,15.94,13.59
22.26,14.23,88.07
23.72,219.22,41.79
38.66,6.04,27.94
33.9,218.32,96.32
31.93,109.79,47.87
19.93,26.08,56.46
24.94,201.79,56.87
25.96,100.03,93.22
32.12,20.04,99.88
14.54,201.04,54.98
20.51,283.13,40.48
10.46,253.3,55.3
11.67,245.16,82.46
42.98,293.23,62.46
21.03,128.74,81.17
20.62,108.35,23.92
34.23,67.24,63.45
33.36,139.62,35.53
30.23,189.16,23.11
28.16,73.51,48.31
11.23,88.34,74.0
33.76,42.96,57.25
42.22,248.91,47.82
14.8,189.5,56.06
12.65,59.8,86.23
35.1,183.13,17.89
29.48,213.47,88.39
20.8,20.62,38.2
26.85,171.71,93.16
10.33,248.07,10.03
17.45,278.91,93.84
44.26,142.25,19.03
17.97,216.95,56.42
28.41,264.1,58.37
43.44,280.37,48.68
10.35,140.96,49.79
35.26,297.26,45.74
24.87,30.95,75.06
29.53,256.12,96.47
23.41,181.99,59.95
20.2,281.06,19.19
38.13,16.73,95.26
22.32,72.36,96.15
11.21,244.32,44.07
16.42,133.4,90.24
25.29,294.88,68.2
27.75,265.73,16.4
11.13,190.13,31.81
25.64,233.15,64.2
17.96,169.91,56.16
31.12,197.89,44.62
41.25,237.36,28.95
33.9,63.04,62.02
39.79,103.78,59.99
22.98,162.01,39.78
36.19,82.93,89.08
29.52,13.43,39.57
42.63,238.52,41.25
16.86,240.02,33.2
24.11,202.94,33.47
19.35,290.71,87.94
32.79,59.57,48.71
14.33,34.86,62.61
26.09,16.27,14.26
24.14,272.91,27.04
28.44,211.52,97.4
31.77,79.16,54.4
26.73,224.0,19.46
33.88,266.3,87.83
14.87,174.23,73.95
36.54,271.44,84.67
29.78,218.36,54.09
41.87,129.58,11.43
31.77,55.41,22.02
14.08,94.76,81.37
10.9,113.23,90.65
24.31,159.86,82.28
32.44,152.21,77.15
23.83,104.17,89.3
19.36,129.14,79.83
27.5,94.57,85.65
43.62,82.75,71.06
44.39,264.06,37.39
31.44,280.67,15.52
43.89,134.57,95.48
11.85,257.98,29.66
39.58,214.96,68.27
16.41,57.95,38.75
19.6,72.46,12.74
31.71,217.55,36.21
17.58,114.11,33.82
16.14,235.55,89.04
25.55,73.28,87.16
24.44,40.36,54.54
14.99,151.35,29.59
32.4,266.79,76.26
43.49,268.58,96.62
21.55,1.8,83.32
34.63,144.18,82.8
35.51,50.32,93.21
19.68,3.86,42.19
41.67,22.71,60.97
13.16,77.65,36.35
26.87,180.04,37.59
19.42,96.78,94.81
41.3,83.17,71.9
22.31,110.49,15.08
24.74,30.79,75.91
31.22,277.16,96.85
31.93,60.05,70.5
43.35,249.73,14.39
37.81,283.82,93.87
26.24,265.12,23.92
42.13,226.51,27.35
26.44,80.88,27.34
32.35,235.94,89.82
35.56,244.66,26.22
20.31,219.07,88.41
10.6,72.52,12.94
44.81,262.78,24.72
27.42,100.83,76.49
26.7,291.55,11.28
17.89,244.52,36.71
42.57,271.48,17.21
21.71,165.88,71.34
13.42,160.25,77.36
31.74,176.67,98.31
13.44,23.5,31.11
11.13,195.16,62.66
11.38,16.68,43.5
43.3,169.79,32.23
24.39,180.21,22.79
22.4,214.26,95.36
18.48,125.88,32.89
32.8,136.98,11.09
44.77,253.38,42.66
44.06,75.59,95.88
20.98,9.04,90.65
24.71,230.01,83.42
39.62,161.13,23.55
28.25,286.94,98.36
37.32,205.56,17.77
20.89,213.78,55.94
18.88,198.69,59.38
33.84,162.03,63.04
18.85,31.47,64.54
20.49,187.74,72.51
34.9,229.45,85.08
19.36,117.68,90.39
11.04,9.89,38.84
24.65,86.81,16.94
44.58,166.87,70.62
31.97,56.95,36.15
20.24,92.93,38.61
44.21,185.15,39.42
22.85,90.67,18.58
40.66,59.49,77.63
26.96,198.66,63.31
32.29,24.57,59.66
20.25,285.49,63.94
40.12,187.09,53.79
20.66,131.13,55.19
31.29,145.76,21.69
24.1,70.94,41.42
37.27,53.11,44.24
43.37,50.72,47.37
42.92,31.06,51.47
36.2,226.66,33.79
31.71,242.76,81.71
12.44,170.9,30.91
43.67,274.06,40.78
28.73,179.81,69.81
41.18,177.58,73.17
25.5,128.29,70.16
38.57,82.5,45.76
39.39,58.26,98.1
35.06,180.87,45.66
22.95,280.81,92.66
31.74,90.24,78.35
36.38,223.13,40.21
18.63,252.85,89.67
37.66,207.32,44.39
16.28,85.44,66.46
43.39,96.39,60.61
19.18,194.78,59.5
33.62,247.25,27.79
29.7,252.96,70.3
38.11,194.91,73.65
41.9,180.76,65.43
16.5,138.52,78.68
24.14,218.06,27.09
19.81,134.29,86.0
30.24,288.49,39.15
37.18,34.75,76.04
41.18,215.85,61.95
21.58,84.34,66.93
40.47,12.78,96.01
25.5,131.32,27.95
43.1,183.28,52.49
40.07,257.19,78.16
20.7,281.98,46.56
27.35,183.88,34.06
41.63,223.47,36.41
42.02,45.57,76.12
44.69,274.43,82.63
12.65,124.55,64.41
23.15,282.98,32.07
24.82,3.74,60.94
15.53,265.32,42.83
37.94,131.01,80.19
12.72,280.91,70.88
39.39,110.55,12.28
33.14,283.25,45.2
18.67,43.27,67.25
38.53,208.14,23.62
42.62,188.8,93.77
12.95,39.96,26.89
31.55,179.39,62.28
39.19,233.38,18.7
19.19,86.52,61.87
17.78,63.38,15.23
39.05,165.59,62.59
43.88,206.05,85.51
43.96,217.55,45.61
35.34,256.9,51.27
36.93,218.98,33.51
15.65,202.52,87.73
19.96,194.37,44.94
43.17,202.33,13.08
23.97,28.4,78.67
31.72,100.83,92.39
42.19,50.43,99.45
15.19,99.01,63.86
26.15,99.23,83.95
14.99,65.0,16.21
15.66,113.8,92.61
29.13,84.61,68.37
27.06,200.68,38.24
35.97,276.76,44.79
13.89,245.82,40.68
37.17,14.14,21.83
12.82,63.36,71.41
28.93,133.17,40.04
25.23,156.7,54.41
28.41,259.17,93.27
42.54,217.42,23.5
28.56,112.67,60.84
28.35,80.48,42.05
24.11,9.81,33.97
28.24,53.23,57.28
11.23,187.66,47.73
27.05,157.43,13.45
16.84,48.95,49.93
15.09,216.17,15.58
21.02,297.31,12.23
31.63,132.38,56.08
29.24,99.71,99.47
34.22,211.05,48.29
23.8,69.39,84.94
33.53,235.62,97.77
10.23,201.76,68.37
31.42,65.61,37.01
29.66,112.1,98.82
15.62,81.4,13.94
16.18,182.08,38.07
36.15,10.58,11.26
11.27,64.7,66.59
21.42,162.52,22.76
26.53,202.72,90.32
21.69,112.09,74.55
22.33,93.6,49.21
14.54,215.85,47.11
36.35,34.87,82.02
44.18,19.57,18.69
32.92,279.97,58.99
17.07,126.83,61.03
30.89,213.24,41.89
14.9,244.42,16.05
14.81,239.4,55.99
18.83,268.35,13.4
36.45,82.93,44.45
41.59,52.29,23.82
33.78,106.09,50.16
16.76,113.16,43.52
35.06,125.83,30.31
27.88,39.4,55.42
39.22,152.98,55.38
33.08,11.48,46.71
36.45,125.11,33.47
44.11,251.28,72.23
23.41,163.14,49.92
34.39,156.12,85.37
24.93,269.92,16.51
22.12,10.77,29.58
44.03,252.96,43.97
44.01,177.3,15.6
15.48,39.88,30.67
31.14,41.83,28.27
24.13,283.51,66.18
12.97,122.93,34.7
27.04,95.96,96.14
42.37,73.62,26.85
34.6,181.11,15.79
26.49,6.16,38.79
10.77,71.85,31.74
12.98,280.54,90.41
38.96,81.2,64.78
27.15,37.28,32.7
10.6,264.33,55.31
19.98,290.81,54.16
31.33,151.34,75.2
29.68,20.13,29.24
28.81,227.71,98.54
38.87,51.84,72.81
38.2,11.6,66.28
22.54,80.35,20.47
17.57,44.81,87.08
38.44,44.11,33.5
37.24,66.4,77.07
17.41,82.15,46.58
29.48,88.53,41.76
16.21,27.81,51.92
40.77,113.68,79.62
42.34,229.89,84.85
44.88,176.18,84.49
11.12,77.0,97.63
28.99,47.61,75.68
42.12,114.16,94.2
40.67,266.35,13.9
28.9,221.06,93.24
10.61,36.8,97.46
26.78,52.78,53.94
21.02,143.67,29.66
25.65,224.21,86.8
21.33,224.12,71.08
14.33,56.61,64.96
27.84,263.69,18.43
25.79,24.05,41.46
31.59,296.31,67.22
36.69,210.29,24.75
41.73,230.67,54.46
21.86,282.83,69.47
16.22,186.96,16.93
36.37,184.55,25.82
25.81,93.39,71.56
24.73,11.71,92.02
31.22,24.0,49.3
39.92,97.65,18.09
42.75,257.39,26.45
35.89,74.66,35.99
41.78,36.58,92.4
12.39,266.18,15.27
13.92,129.03,48.6
12.11,77.6,55.7
16.79,52.9,11.67
28.32,229.83,67.06
15.29,249.23,92.73
21.61,185.71,73.82
43.44,11.5,78.24
31.97,84.18,32.3
30.8,27.49,13.39
21.67,88.04,89.49
33.99,244.76,57.28
29.95,39.54,65.28
27.12,215.51,38.9
15.36,252.13,85.39
44.84,249.48,12.25
42.52,207.79,95.3
39.91,177.33,50.58
13.64,261.53,69.6
33.13,284.85,47.99
21.07,4.64,51.54
16.86,195.7,68.39
29.48,143.78,67.27
16.01,8.09,37.99
10.2,187.57,32.25
21.51,119.26,81.9
42.42,204.36,99.88
35.73,7.9,39.98
17.01,7.57,15.32
42.82,222.51,17.9
32.17,195.27,79.69
33.53,213.09,12.31
29.68,59.91,49.91
22.16,10.02,66.27
20.23,43.51,75.48
44.89,189.87,78.06
17.64,162.96,82.86
33.25,202.79,23.23
36.52,32.67,14.16
11.21,164.15,71.08
36.4,126.78,59.89
38.6,129.66,70.84
21.82,251.07,69.5
23.77,126.5,27.58
38.4,272.56,95.68
22.63,157.05,35.47
14.1,72.26,23.75
16.89,294.29,57.78
24.87,197.43,53.37
41.23,59.62,62.0
40.64,150.47,52.65
14.43,143.49,33.34
29.0,177.83,76.07
35.37,6.14,38.19
15.12,242.55,21.33
16.64,265.03,48.52
22.1,260.44,68.39
20.05,253.78,94.74
14.01,182.75,56.41
30.77,100.51,89.43
11.8,64.56,23.48
43.78,222.67,62.2
42.86,77.84,16.61
44.18,164.11,62.71
23.53,67.81,37.0
17.74,119.39,99.38
36.92,203.78,89.91
10.79,66.65,44.97
30.88,144.81,98.61
40.49,297.72,48.8
15.97,136.27,66.71
41.6,255.42,58.83
22.47,74.15,94.74
24.47,251.53,47.62
41.12,227.34,38.57
16.06,137.06,89.79
43.58,151.15,89.6
15.02,299.15,64.1
39.46,240.55,92.55
41.55,60.51,37.23
40.41,53.82,62.21
32.29,7.85,93.7
42.82,169.82,24.92
37.51,31.95,48.99
43.75,44.24,28.51
44.19,297.11,26.26
30.42,15.56,51.76
42.95,75.93,37.77
18.35,237.04,48.85
16.89,79.68,30.38
20.52,204.12,53.16
18.85,264.47,17.23
23.45,39.64,56.74
39.96,214.83,36.39
29.22,183.84,94.71
35.04,137.35,19.91
31.3,284.54,92.19
30.98,100.82,77.77
18.91,260.5,87.69
16.61,93.26,91.86
39.48,202.88,43.56
36.07,293.84,82.84
17.61,133.07,94.99
11.02,146.29,31.62
38.24,75.98,14.24
16.0,25.57,63.41
15.69,291.12,37.72
17.93,149.91,37.42
42.72,297.48,76.11
21.61,234.85,34.24
26.63,273.2,64.62
16.74,259.88,50.64
29.26,241.17,72.82
31.73,179.18,72.55
39.31,154.49,40.2
37.02,101.05,39.27
39.83,74.7,20.63
13.36,109.22,84.98
38.74,236.24,86.95
40.63,229.62,11.09
33.66,50.87,12.43
42.11,139.77,86.25
37.86,284.28,76.67
26.43,19.76,75.49
10.73,43.94,63.29
16.38,73.85,14.64
29.19,163.36,76.4
25.45,269.8,75.72
26.69,275.23,57.04
21.24,252.45,41.12
18.39,20.6,35.47
11.8,78.55,52.76
28.32,10.31,96.61
44.11,273.05,89.97
40.68,253.18,36.38
28.76,182.32,39.97
30.26,250.32,35.41
29.88,175.64,70.02
13.3,87.81,17.17
26.86,59.71,64.13
13.56,274.38,84.69
34.78,106.68,47.73
13.52,276.66,89.06
14.64,102.47,86.33
17.13,23.06,89.01
13.68,299.4,35.1
36.61,36.5,75.88
10.06,247.13,14.71
44.52,77.8,77.08
19.29,223.96,46.04
12.3,139.39,14.93
40.71,153.4,29.87
18.06,28.83,52.22
32.87,231.49,17.72
18.0,203.45,71.81
18.8,101.29,64.91
36.6,135.86,50.11
14.59,34.46,29.35
28.06,207.06,63.03
37.98,129.54,24.15
15.49,217.62,27.95
13.07,234.54,11.09
37.43,121.73,65.47
22.76,226.07,47.5
25.58,275.84,40.29
18.13,98.36,37.8
14.82,128.84,36.54
24.25,204.2,83.65
15.23,295.24,28.81
41.0,111.53,73.34
16.58,200.23,40.21
32.73,254.69,26.62
38.4,236.77,44.62
41.29,55.36,95.03
35.07,253.84,28.89
33.59,155.95,33.64
16.33,231.27,76.74
42.41,8.75,63.33
16.01,60.93,25.87
31.38,251.85,51.8
38.95,255.74,24.23
37.9,280.61,75.54
10.78,102.62,50.48
13.43,235.71,37.56
10.92,108.51,63.62
40.8,297.08,24.89
36.38,220.33,11.93
14.81,226.34,35.81
31.98,202.24,23.03
23.25,263.01,19.37
38.51,30.71,67.43
21.93,140.16,89.35
14.9,65.36,81.76
36.67,228.56,26.89
17.88,179.35,82.88
11.92,20.55,19.34
14.56,255.49,27.58
13.55,158.95,54.71
10.42,255.13,21.28
23.69,124.87,75.02
41.39,131.88,98.72
14.88,37.03,65.74
27.11,269.34,27.24
42.33,243.93,95.52
39.26,72.88,77.44
41.99,224.53,11.92
17.93,25.39,10.41
30.0,42.61,65.16
34.33,269.61,80.97
18.38,5.63,18.82
24.79,206.54,67.77
25.9,99.13,55.23
39.39,52.29,22.35
22.21,63.21,36.61
36.98,174.27,64.12
39.74,68.83,38.81
11.42,77.56,42.35
38.15,173.79,68.27
28.24,59.59,39.35
20.29,269.92,21.79
17.09,19.9,34.81
30.85,131.29,24.85
